account_id,balance,credit_card,avg_spend,loan_status,hasInsurance,Dormant
3267,47192.6,-1,3459.51,-1,0,0
3222,20495.4,-1,623.83,-1,1,0
408,84848.5,classic,3545.86,-1,0,0
2818,88531.4,classic,9894.35,-1,0,0
6273,65643.0,classic,6496.65,A,0,0
2513,16552.8,-1,1345.76,-1,0,0
3493,38394.7,-1,1185.98,-1,0,0
1201,79324.4,-1,3329.89,-1,0,0
4478,91087.5,-1,8385.52,-1,0,0
2915,65859.9,classic,13767.69,-1,0,0
9833,37755.9,-1,8448.71,A,0,0
2253,23710.6,-1,1722.71,-1,0,0
1069,25220.5,-1,1566.85,-1,0,0
207,26092.2,-1,1216.34,-1,1,0
3212,62612.2,classic,624.91,-1,1,0
4035,78153.2,classic,9291.11,-1,0,0
1268,35114.1,-1,1165.99,-1,0,0
3287,53254.0,-1,5945.28,-1,0,0
6226,94872.8,-1,10475.54,C,0,0
2123,14528.1,-1,1186.23,-1,0,0
3982,47821.5,-1,909.67,-1,0,0
2701,50327.3,classic,2543.23,-1,0,0
3629,27106.9,-1,2945.55,C,1,0
2841,26762.3,-1,2805.38,-1,0,0
563,18940.6,-1,3154.82,-1,0,0
2732,34889.4,-1,11098.99,-1,0,0
1297,104132.9,-1,4372.11,-1,0,0
7485,47321.8,-1,5675.14,A,0,0
2088,20250.1,-1,1966.16,-1,0,0
225,92940.2,-1,1809.84,-1,0,0
1630,27291.8,-1,1825.21,-1,0,0
403,79049.8,classic,1586.32,-1,0,0
445,27579.9,-1,4874.34,-1,0,0
186,74437.6,-1,10226.93,-1,0,0
3720,65001.7,-1,1621.79,-1,0,0
574,103231.2,-1,11696.83,-1,0,0
1429,29480.2,-1,999.32,-1,0,0
3580,93157.4,classic,3247.85,-1,0,0
7819,24062.7,-1,1438.72,C,1,0
759,107632.5,-1,1031.23,-1,0,0
6363,70539.2,gold,3589.47,A,0,0
3738,51968.5,-1,6309.76,-1,0,0
4000,106118.7,junior,2702.89,-1,0,0
9041,2307.3,-1,9620.5,-1,0,0
2620,52668.6,-1,2198.44,-1,0,0
3609,106815.5,junior,4592.94,-1,0,0
1382,24983.6,-1,941.38,-1,0,0
930,53614.7,-1,4177.24,-1,0,0
1925,29994.1,-1,2086.29,-1,0,0
1834,80273.6,-1,4908.0,-1,0,0
1507,76851.5,classic,5951.7,-1,0,0
7857,79128.3,-1,5357.96,A,1,0
6636,88645.1,-1,5841.36,-1,0,0
601,16456.1,-1,1054.85,-1,0,0
3298,49913.4,-1,2663.51,-1,0,0
2938,50202.6,-1,7975.31,-1,1,0
2199,16554.3,-1,1025.28,-1,0,0
3745,55575.0,classic,5860.23,-1,0,0
3699,9610.8,-1,5808.86,-1,0,0
816,100958.1,-1,8680.87,A,0,0
3656,67105.5,-1,2462.12,-1,0,0
2038,41073.5,-1,1714.22,-1,0,0
2542,16087.2,-1,1325.4,-1,1,0
1136,75188.3,-1,6742.42,-1,0,0
1589,11014.3,-1,1682.76,-1,0,1
3136,70003.5,-1,2673.02,-1,0,0
3547,26424.8,-1,1438.74,-1,0,0
26,51771.4,-1,7495.08,-1,0,0
657,62299.2,-1,1504.76,-1,0,0
3538,49271.5,classic,8418.85,-1,0,0
2167,72725.2,classic,5877.05,A,0,0
3127,40042.2,junior,9235.94,-1,0,0
47,78755.0,-1,5345.28,-1,1,0
3850,91314.3,-1,4424.79,-1,0,0
5366,15382.1,-1,12288.75,-1,0,0
747,18199.5,-1,1768.1,-1,0,0
3166,65363.9,classic,6888.38,D,0,0
11021,108432.0,-1,9095.02,B,0,0
1701,18315.7,-1,8874.95,-1,0,0
3613,15004.3,-1,2340.72,-1,0,0
3600,50864.6,classic,1729.2,-1,0,0
3792,16995.5,-1,1715.83,-1,0,0
523,70703.0,junior,4130.65,-1,0,0
3808,77322.8,-1,3432.36,-1,0,0
1401,41655.8,-1,1795.54,-1,0,0
541,20178.9,classic,3963.62,-1,1,0
1023,41292.1,classic,8277.34,-1,0,0
3683,60381.6,-1,6492.38,-1,0,0
3220,51982.9,classic,7207.33,-1,0,0
1779,78686.3,gold,4335.66,-1,1,0
1912,41511.5,-1,1854.91,-1,0,0
238,18987.6,-1,1053.99,-1,0,0
3113,29568.0,classic,6061.0,-1,1,0
5481,96224.5,-1,8749.14,A,0,0
3035,50309.6,gold,9519.18,-1,0,0
942,74107.8,-1,2205.31,-1,0,0
3221,45841.8,classic,1128.46,-1,0,0
2616,20103.4,-1,5726.62,-1,0,0
2137,68782.3,-1,6398.27,-1,0,0
978,82240.2,gold,1785.92,-1,0,0
2771,36545.3,-1,5433.91,-1,0,0
3891,86488.5,-1,4305.58,-1,0,0
9236,108899.6,-1,3083.84,A,0,0
274,42734.8,-1,5800.9,-1,0,0
552,16303.3,-1,1504.44,-1,0,0
2417,19594.7,-1,1416.94,-1,0,0
3868,26828.8,-1,1786.12,-1,0,0
9869,85701.4,junior,4442.48,C,0,0
1875,23615.9,-1,1612.24,-1,0,0
8212,100372.4,classic,13568.05,-1,0,0
3477,14725.1,-1,1092.76,-1,0,0
1513,82854.7,classic,2373.61,-1,1,0
3053,86982.1,-1,2904.08,-1,0,0
1057,25705.6,-1,1580.87,-1,0,0
6030,75745.7,gold,6128.73,A,0,0
3407,66841.4,-1,7837.39,-1,0,0
1761,36193.7,-1,2329.36,-1,1,0
3306,27303.3,-1,3073.02,-1,0,0
162,21628.6,-1,1968.39,-1,0,0
5011,36.0,-1,10144.63,-1,0,0
965,18388.3,-1,1759.3,-1,0,0
1305,107871.6,gold,3426.25,-1,0,0
815,16212.6,-1,938.03,-1,0,0
1449,58886.1,classic,1611.59,-1,0,0
950,85923.1,classic,6574.61,-1,0,0
3361,73605.3,-1,3305.58,-1,0,0
3837,36089.1,-1,4320.0,-1,0,0
33,112405.5,gold,7322.95,-1,0,0
2894,59943.5,-1,14674.67,-1,0,0
2510,76507.7,-1,3682.61,-1,1,0
389,21078.8,-1,1790.65,-1,0,0
6051,10932.7,-1,3406.14,B,0,0
730,82695.1,classic,11182.07,-1,0,0
1694,9829.9,-1,12371.33,-1,0,0
721,23660.7,-1,1047.92,-1,0,0
1106,920.5,-1,7248.54,B,0,0
3319,47265.9,-1,980.78,-1,0,0
10451,13652.8,-1,3056.37,D,1,0
172,64714.5,classic,6110.05,-1,0,0
3920,69420.4,-1,11461.31,-1,0,0
3011,20240.9,-1,805.34,-1,0,0
1337,68304.6,-1,2164.51,-1,0,0
2592,89140.3,gold,3463.37,-1,0,0
146,38813.8,-1,2106.41,-1,0,0
2576,63656.2,-1,8308.46,-1,0,0
3195,55469.0,-1,1115.94,-1,1,0
8073,90064.4,-1,7139.18,B,0,0
4463,30287.9,-1,3572.84,-1,0,0
2082,19540.4,-1,4409.81,-1,1,0
2020,23430.8,-1,1838.52,-1,0,0
160,48937.5,-1,3155.82,-1,0,0
7607,53220.9,-1,3449.09,A,0,0
117,16679.5,-1,1509.26,-1,0,0
3509,48316.2,-1,1836.85,-1,0,0
151,24334.3,-1,1413.45,-1,0,0
1719,24182.6,-1,1628.23,-1,0,0
3456,51411.4,-1,1968.67,-1,0,0
2951,28496.9,-1,2255.96,-1,1,0
7190,22731.3,-1,2476.76,C,0,0
1827,31957.3,-1,1513.99,-1,0,0
1689,13366.6,-1,1583.77,-1,0,0
1197,46409.8,classic,1210.98,-1,0,0
5952,72327.1,classic,4430.08,A,1,0
6930,67783.5,classic,7173.59,A,0,0
1107,33493.4,-1,1703.61,-1,0,0
8475,35812.2,-1,1651.57,A,0,0
3575,28259.4,-1,2548.46,-1,0,0
2691,12197.9,-1,1436.36,-1,0,1
3323,77308.7,-1,5884.71,-1,0,0
2428,44383.2,-1,5771.64,-1,0,0
2649,68408.6,-1,1935.13,-1,1,0
2907,23453.0,-1,2147.96,-1,0,0
1091,91520.6,-1,1455.56,-1,0,0
1487,28582.8,-1,973.63,-1,0,0
3157,46098.7,-1,1296.55,-1,0,0
4414,31528.3,-1,2869.92,A,0,0
2302,27962.2,-1,3027.4,-1,0,0
1410,86235.1,-1,5518.89,-1,0,0
1146,68037.6,classic,5038.46,-1,0,0
8564,48172.1,-1,7269.08,A,0,0
750,38884.1,junior,4754.94,-1,0,0
2150,18110.0,-1,1129.46,-1,0,0
10940,58305.5,-1,5390.5,A,0,0
9337,30115.1,classic,5867.93,A,0,0
861,19043.9,-1,4394.57,-1,0,0
10440,48985.6,-1,1929.11,C,0,0
10036,-14419.2,-1,9225.77,-1,0,0
1234,25591.7,-1,1958.55,-1,0,0
7774,47506.2,-1,7632.61,-1,0,0
1547,49823.9,gold,8958.64,-1,0,0
1079,74824.5,-1,7474.88,-1,0,0
3863,28401.8,-1,4217.08,-1,0,0
3480,70833.8,-1,4878.71,-1,0,0
2671,38914.0,-1,1205.15,-1,0,0
1705,54122.3,-1,5232.07,-1,0,0
3028,15114.4,-1,1364.1,-1,0,0
3310,16715.6,-1,1829.02,-1,0,0
6715,33024.2,-1,3865.17,D,0,0
3255,127380.1,junior,853.85,-1,0,0
3751,51223.8,-1,4664.54,-1,0,0
2987,73651.3,-1,6686.46,-1,0,0
857,21742.2,-1,1683.05,-1,0,0
3042,45156.2,-1,3802.32,-1,0,0
2695,86295.1,gold,5700.42,-1,0,0
2849,32099.9,-1,1863.41,-1,0,0
2802,38707.2,-1,1283.31,-1,0,0
34,50114.2,classic,7119.19,-1,0,0
7133,16888.6,-1,895.63,A,1,0
699,113340.0,-1,13543.5,-1,0,0
2282,104051.3,classic,10776.45,-1,0,0
8489,66028.4,-1,4526.43,A,0,0
837,50872.8,-1,6044.29,-1,0,0
8759,35214.4,junior,10032.33,-1,0,0
1602,32417.9,-1,1471.21,-1,0,0
2958,16265.4,-1,1789.13,-1,0,0
3408,46502.2,-1,7932.29,-1,0,0
153,22687.7,-1,4433.88,-1,0,0
3268,23205.3,-1,653.4,-1,0,0
854,44584.1,-1,1793.04,C,1,0
1831,24386.5,-1,1775.41,-1,0,0
39,16315.4,-1,1449.5,-1,0,0
1811,59939.3,-1,4541.47,C,0,0
3822,17649.3,-1,5944.5,-1,0,0
1404,58637.3,-1,4349.5,-1,1,0
517,88375.3,-1,6873.91,-1,0,0
1440,20761.4,-1,756.11,-1,1,0
3505,91312.8,-1,6413.46,-1,0,0
1804,57171.7,-1,8655.99,-1,0,0
2617,19359.3,-1,829.49,-1,0,0
467,36254.1,-1,2688.94,-1,0,0
4437,35366.8,-1,2494.37,-1,0,0
1453,39923.7,classic,11410.61,-1,0,0
3977,17362.6,-1,1720.63,-1,0,0
8982,91643.1,-1,8267.6,A,0,0
27,32196.5,-1,2702.21,-1,0,0
4511,25234.3,-1,2404.61,-1,0,0
1052,23981.4,-1,3370.39,-1,0,0
10227,36321.5,classic,9786.03,-1,0,0
3171,23710.2,-1,1625.04,-1,0,0
228,65982.6,-1,5147.79,-1,0,0
3618,95278.5,-1,4019.75,-1,0,0
1016,119384.5,gold,4534.24,-1,0,0
15,47423.0,-1,4835.06,-1,0,0
3237,67581.6,-1,4860.21,-1,0,0
1485,109356.7,gold,5482.32,-1,0,0
7769,43923.7,-1,10013.17,A,0,0
2613,19225.0,-1,1305.18,-1,0,0
2201,16953.3,-1,629.3,-1,0,0
1896,25392.0,-1,9164.74,-1,0,0
5387,8093.7,-1,3150.82,-1,0,0
3535,26782.4,-1,1037.61,-1,0,0
1120,29466.7,-1,1308.44,-1,0,0
235,16332.7,-1,826.23,-1,0,0
3701,48693.0,-1,1859.81,-1,0,0
1516,38602.3,-1,1177.44,-1,0,0
4543,65060.5,classic,2196.94,-1,0,0
2427,32093.9,-1,3322.29,-1,1,0
1981,31162.4,-1,792.74,-1,0,0
8566,18678.7,-1,5832.85,B,0,0
678,12492.5,-1,1676.57,-1,1,0
4659,93461.5,-1,9040.51,-1,0,0
4059,-15431.9,-1,2100.0,-1,0,0
4013,58317.9,-1,3992.46,-1,0,0
7011,63317.4,-1,8495.18,-1,0,0
2132,61614.3,-1,7887.77,-1,0,0
1816,19188.5,-1,1481.1,-1,0,0
2623,70654.8,-1,2094.22,-1,0,0
2793,23670.5,-1,1145.15,-1,0,0
2479,15837.8,-1,1414.39,-1,1,0
11135,53703.3,-1,3603.48,A,0,0
8041,101804.2,classic,10439.08,A,0,0
492,16669.2,-1,2315.24,-1,0,0
799,9348.3,-1,2073.33,-1,0,1
3972,72747.0,classic,3857.58,-1,0,0
1468,27232.3,-1,755.42,-1,0,0
624,37450.6,-1,12925.06,-1,0,0
3483,19451.6,-1,1045.57,-1,0,0
4260,51977.1,-1,6598.94,C,0,0
616,28890.6,-1,1899.27,-1,0,0
931,18722.8,-1,1102.09,-1,1,0
102,49992.7,-1,3822.54,-1,0,0
540,23311.1,-1,3508.24,-1,0,0
2660,27803.4,-1,12474.3,-1,0,0
4287,15787.4,-1,2619.71,-1,0,0
3551,18297.3,-1,822.25,-1,1,0
2072,114646.6,classic,7468.83,-1,0,0
4119,48801.5,-1,1915.11,-1,0,0
1345,53931.8,gold,5107.71,-1,0,0
1565,32399.0,-1,1384.48,-1,1,0
2824,98065.5,gold,3502.62,C,0,0
2052,51661.2,classic,1949.06,-1,1,0
1767,48113.1,-1,3969.92,-1,1,0
2140,45439.3,-1,1175.79,-1,0,0
1051,20391.4,-1,5148.71,-1,0,0
3927,43036.7,-1,1585.29,-1,0,0
2050,65319.9,junior,2653.62,-1,1,0
2276,50768.5,-1,1320.32,-1,0,0
126,50359.1,-1,7521.71,-1,0,0
2859,70929.5,-1,10179.95,-1,0,0
2667,25342.8,-1,1072.19,-1,0,0
1789,53143.9,classic,1720.83,-1,0,0
838,4227.3,-1,1996.67,-1,0,0
3264,27832.8,-1,1426.36,-1,0,0
198,22504.4,-1,1202.76,-1,0,0
2345,31797.3,-1,4656.91,C,0,0
5256,45696.4,-1,8682.4,A,0,0
40,23704.0,-1,1893.58,-1,0,0
419,26547.5,-1,2062.01,-1,0,0
3892,11383.4,-1,1116.01,-1,0,0
1217,26695.1,-1,733.28,-1,0,0
397,105470.8,-1,9791.92,-1,0,0
3146,24120.7,-1,1331.27,-1,0,0
287,15347.4,-1,1154.51,-1,0,0
2180,11300.0,-1,1866.67,-1,0,1
354,82652.9,-1,3207.71,-1,0,0
259,15943.8,-1,1540.06,-1,0,0
1666,50901.0,-1,1705.38,-1,0,0
1495,21265.0,gold,5817.49,-1,0,0
2582,71613.7,classic,4825.85,-1,0,0
4470,98152.7,-1,12873.09,-1,0,0
1381,20235.3,-1,1463.13,-1,0,0
2435,53996.4,-1,10577.87,-1,0,0
542,18331.1,-1,1547.28,-1,0,0
1123,32084.2,-1,3879.74,-1,0,0
3225,85171.9,-1,5588.23,-1,0,0
1133,19912.7,-1,1300.06,-1,0,0
3086,108917.0,classic,6252.52,-1,0,0
2250,92031.1,classic,6210.52,-1,0,0
340,39395.6,-1,1218.39,-1,0,0
4079,29351.9,-1,5509.28,C,1,0
841,42834.4,-1,1570.7,-1,0,0
2269,26526.4,-1,3033.68,-1,0,0
2867,90679.5,gold,6550.19,-1,0,0
3371,30965.6,-1,9634.69,-1,0,0
520,33910.9,-1,1215.04,-1,0,0
743,24382.1,-1,1502.57,-1,0,0
3640,24326.5,-1,2019.91,-1,0,0
3354,30676.3,-1,1796.54,A,1,0
107,44266.2,-1,1564.4,-1,1,0
243,15153.4,-1,11571.39,-1,0,0
3687,80411.6,-1,3710.59,-1,0,0
1984,72457.1,-1,4765.18,-1,0,0
4173,48354.7,-1,2107.13,-1,0,0
2700,21162.3,-1,4931.81,-1,1,0
2318,22325.6,-1,3758.04,-1,1,0
7965,61531.7,-1,6213.38,A,0,0
3352,17643.1,-1,1421.79,-1,0,0
4255,105110.1,gold,10292.4,-1,0,0
73,61919.5,classic,5257.69,-1,0,0
3948,75406.1,classic,2384.63,-1,1,0
648,109049.0,classic,5743.71,-1,0,0
3688,29732.0,-1,5560.83,-1,0,0
462,44964.7,-1,5899.64,-1,0,0
3243,18978.0,-1,2240.9,-1,0,0
8625,27993.3,classic,10105.41,A,0,0
321,17965.6,-1,1600.12,-1,0,0
3548,36970.8,-1,1923.6,-1,0,0
5984,11124.3,-1,5969.34,-1,0,0
3091,65286.0,-1,3564.61,-1,0,0
626,34601.5,-1,2521.3,-1,0,0
998,22380.5,junior,7641.15,-1,0,0
3326,3582.3,-1,13058.88,-1,0,0
2457,19560.9,-1,2216.6,-1,0,0
2549,56535.4,-1,1651.32,-1,0,0
1947,59247.1,-1,1959.11,-1,0,0
2738,46617.3,-1,3370.35,-1,0,0
1809,62925.7,-1,4111.9,-1,1,0
519,26447.2,-1,2001.56,-1,0,0
2665,19960.5,-1,2726.68,-1,0,0
1114,83347.0,-1,6728.98,-1,0,0
8957,62311.7,-1,8476.47,-1,0,0
2271,26293.0,-1,958.49,-1,0,0
196,73932.7,classic,2299.53,-1,1,0
3218,21804.9,-1,752.91,-1,0,0
3660,52791.4,-1,2693.6,-1,0,0
787,27392.4,-1,1901.53,-1,0,0
3820,77255.1,-1,4050.89,-1,0,0
10906,101553.0,junior,11058.87,-1,0,0
914,26752.4,-1,1103.42,-1,0,0
9656,38901.6,-1,8843.68,A,0,0
1941,45044.4,-1,8437.12,-1,0,0
3617,92026.5,-1,3014.81,-1,1,0
3370,21315.6,-1,7904.43,-1,0,0
1664,20269.1,-1,6617.46,-1,0,0
4337,53331.9,classic,9923.82,A,0,0
2557,22321.6,-1,1837.35,-1,0,0
1527,30887.1,-1,6554.57,B,0,0
3938,69573.6,classic,7034.67,-1,0,0
1686,46976.7,-1,1485.3,-1,0,0
10670,109574.6,-1,11678.42,-1,0,0
3309,31361.4,-1,2962.06,-1,1,0
3107,101046.2,-1,1555.75,-1,0,0
8377,55522.9,-1,5549.09,C,0,0
345,82884.4,-1,4572.41,-1,0,0
498,100026.8,-1,7687.81,-1,0,0
3571,39366.6,-1,1647.5,-1,0,0
5991,32064.0,-1,3214.78,A,0,0
1128,61289.0,-1,1693.84,-1,0,0
10439,96741.4,gold,7853.41,A,0,0
1302,35450.0,-1,1979.49,-1,0,0
10788,59769.3,-1,4992.28,A,0,0
4343,101347.7,classic,5402.92,-1,0,0
2460,70637.2,classic,2708.75,-1,0,0
1931,17511.1,-1,2086.07,-1,1,0
2972,75999.3,classic,12330.4,-1,0,0
1286,55535.2,-1,11690.46,-1,0,0
1235,17144.7,-1,1137.47,-1,0,0
4385,27887.2,-1,2708.73,-1,0,0
7449,47780.5,-1,2876.37,-1,0,0
545,85459.6,-1,3458.91,-1,0,0
245,44669.0,-1,8436.96,-1,0,0
688,16818.8,-1,1276.88,-1,0,0
173,64005.1,-1,3025.77,A,1,0
10904,15526.0,-1,2409.25,-1,0,0
7844,68598.2,-1,8123.86,A,0,0
6353,66200.6,classic,4632.22,C,0,0
604,47512.1,-1,3180.94,-1,0,0
6806,58799.5,junior,6994.23,-1,0,0
5927,30124.0,-1,2737.21,B,0,0
2419,79096.4,-1,12500.2,A,0,0
1288,24338.6,-1,1777.07,-1,0,0
3003,91827.9,junior,3428.21,-1,0,0
10131,12250.0,-1,5799.5,B,0,0
1952,47482.3,-1,5567.22,-1,0,0
651,44213.1,-1,4965.13,-1,0,0
2989,28369.6,-1,1768.7,-1,0,0
1499,65466.5,-1,2424.66,-1,0,0
426,29030.2,-1,5033.94,D,0,0
3570,75415.7,-1,2377.26,-1,0,0
4237,29083.8,-1,12812.79,-1,0,0
2739,35488.6,-1,1964.9,-1,0,0
4526,83037.3,-1,5300.12,-1,0,0
1621,58191.5,-1,4495.97,-1,0,0
344,56604.4,-1,3293.08,C,0,0
1359,71696.2,-1,1220.0,-1,0,0
290,37212.8,-1,5534.94,A,0,0
66,100252.6,classic,15062.57,-1,0,0
1314,50344.8,classic,5322.64,-1,0,0
3145,43923.0,-1,1606.73,-1,0,0
1204,82801.7,gold,5259.51,-1,0,0
437,83553.3,-1,5215.41,-1,0,0
2063,40138.6,classic,1613.41,-1,0,0
3087,25364.1,-1,583.28,-1,0,0
2588,57791.6,classic,4928.29,-1,0,0
956,71828.9,-1,2560.11,-1,0,0
597,18332.0,-1,5697.62,-1,0,0
3129,19380.3,-1,1846.74,-1,0,0
884,20747.7,-1,1088.82,-1,0,0
4264,89448.7,junior,7875.68,-1,0,0
3223,27740.9,-1,9744.24,-1,0,0
737,22501.4,-1,1665.16,-1,0,0
2306,49914.7,-1,2897.34,-1,0,0
1673,13136.1,-1,1462.67,-1,0,0
10663,37967.4,classic,7708.87,A,0,0
3345,7598.3,-1,1309.72,-1,0,0
1970,96245.5,classic,4910.2,-1,0,0
2504,61705.5,classic,6930.62,-1,0,0
358,20545.9,-1,577.15,-1,1,0
2980,17474.6,-1,1625.9,-1,0,0
3918,37585.6,-1,3128.76,-1,0,0
1680,72268.4,-1,5425.54,-1,0,0
3039,78241.1,-1,2444.31,-1,0,0
3380,27568.4,-1,2544.28,-1,0,0
2128,18518.7,-1,1856.75,-1,0,0
903,20333.6,-1,1294.67,-1,0,0
1762,29332.7,-1,3435.21,A,1,0
61,18423.2,-1,1027.36,-1,0,0
391,18672.1,-1,2444.73,-1,0,0
2305,-18107.9,-1,1467.9,-1,0,0
1588,15337.4,-1,1541.82,-1,0,0
183,45614.3,-1,3627.95,-1,0,0
365,22599.6,-1,3335.65,-1,1,0
2476,14451.2,-1,1639.03,-1,0,0
347,55760.8,-1,7689.13,B,0,0
1877,48561.6,-1,1293.5,-1,0,0
3196,45107.9,-1,1592.52,-1,0,0
2928,26655.7,-1,1958.82,-1,0,0
1225,66941.1,classic,6570.97,-1,0,0
3825,21395.8,-1,3628.51,-1,0,0
180,64308.6,classic,6632.7,-1,0,0
2813,18092.1,-1,2514.89,-1,1,0
1605,49710.0,classic,10888.19,-1,0,0
1792,32354.2,-1,1794.53,-1,0,0
1604,61847.7,-1,4829.79,-1,0,0
883,31234.4,-1,3396.17,-1,1,0
441,107550.4,junior,8932.28,-1,0,0
3429,46504.9,-1,1339.64,-1,0,0
4514,99141.2,-1,15469.12,-1,0,0
1088,26876.2,-1,1710.83,-1,0,0
3094,46964.2,-1,2617.6,-1,1,0
1768,51576.7,-1,4323.59,-1,0,0
2768,44232.3,-1,1450.33,-1,0,0
2257,16844.5,-1,1114.52,-1,0,0
1882,14503.5,-1,1425.52,-1,1,0
719,60812.6,-1,1092.46,-1,0,0
5092,-20119.6,-1,1360.62,-1,0,0
3292,24895.3,-1,1680.58,-1,0,0
3604,44739.4,-1,2025.67,-1,0,0
2733,34828.4,-1,800.61,-1,0,0
3669,18608.2,-1,1807.57,-1,1,0
1940,18515.5,-1,1735.94,-1,0,0
3056,32991.5,-1,1194.21,-1,0,0
1419,31991.8,-1,1772.52,-1,0,0
2971,89812.7,-1,9959.17,-1,0,0
1959,31359.9,-1,1538.82,-1,0,0
3164,35629.9,-1,1462.78,-1,0,0
3197,27927.8,-1,1082.13,-1,0,0
2770,40229.0,-1,869.91,-1,1,0
7944,113572.3,-1,8479.44,-1,0,0
1080,103904.8,classic,6517.49,-1,0,0
6148,117837.6,classic,4844.17,A,0,0
2010,26151.2,-1,1934.14,-1,0,0
3135,87937.7,-1,6425.14,-1,0,0
1098,60354.0,-1,1327.96,-1,0,0
100,74839.1,-1,3109.13,-1,0,0
2913,17981.9,-1,1128.95,-1,0,0
1153,56185.2,-1,2872.79,-1,0,0
1635,49674.5,-1,5113.99,-1,0,0
2842,25097.4,-1,617.18,-1,1,0
3759,44726.4,-1,1426.13,-1,0,0
3594,11038.1,-1,8579.08,-1,0,0
2778,27734.1,-1,3487.86,-1,0,0
2161,7291.1,-1,3346.92,-1,0,0
2789,88972.8,-1,2446.66,-1,1,0
1552,71765.9,classic,7132.72,-1,0,0
628,28718.4,-1,1870.85,-1,0,0
1458,33412.9,-1,4588.95,-1,0,0
2673,32258.8,-1,2844.69,-1,0,0
1788,59549.3,-1,1982.94,-1,0,0
1193,31292.2,-1,4639.84,-1,0,0
969,65466.9,junior,3209.59,-1,0,0
1512,47490.2,-1,4333.78,-1,0,0
3997,42555.2,-1,3206.5,-1,0,0
2179,61129.7,-1,5007.34,-1,1,0
1164,22076.8,-1,2594.71,-1,0,0
4774,81686.4,-1,5491.01,C,0,0
4413,24178.7,-1,7695.54,C,0,0
1824,72079.9,-1,5327.21,-1,0,0
1231,63735.2,-1,5143.18,-1,0,0
2664,83132.9,-1,3242.81,-1,0,0
1627,32293.2,-1,2964.83,-1,0,0
9104,39091.4,-1,7761.66,A,0,0
2326,41368.2,-1,5057.02,-1,0,0
4356,-25821.2,-1,2898.71,-1,0,0
3667,16543.8,-1,1915.78,-1,0,0
742,26828.4,-1,1329.6,-1,0,0
2538,36625.5,-1,1942.83,-1,0,0
127,17545.8,-1,1193.86,-1,0,0
726,20364.0,-1,2139.41,-1,0,0
4907,68823.3,-1,2754.62,C,1,0
2628,8653.2,-1,11297.06,-1,0,0
3898,81940.1,-1,1708.14,-1,0,0
6472,58992.2,-1,8695.77,A,0,0
1770,50401.4,classic,5744.48,-1,0,0
2472,84776.1,classic,4398.75,-1,0,0
1159,32413.5,-1,3416.96,-1,0,0
4418,29116.4,-1,2456.0,-1,1,0
1470,58077.8,-1,3900.59,-1,0,0
1813,91007.5,-1,9704.35,-1,0,0
4416,73241.8,junior,2576.23,-1,0,0
2315,38774.3,-1,1305.95,-1,0,0
3876,65884.9,-1,10353.27,-1,0,0
4329,23852.8,-1,3460.12,-1,0,0
3184,26270.9,-1,1716.3,-1,0,0
370,20836.6,-1,654.12,-1,0,0
1317,20577.9,-1,2051.21,-1,0,0
2675,15098.9,junior,4225.88,-1,0,0
3840,35815.3,-1,1727.02,-1,0,0
4009,89066.1,classic,8533.53,-1,0,0
3886,35500.5,classic,11971.2,-1,0,0
3445,46467.6,classic,4575.96,-1,0,0
2482,34370.1,-1,2103.67,-1,1,0
2361,15261.4,-1,2831.61,A,0,0
974,56421.8,-1,9352.31,-1,0,0
2959,47335.0,classic,13056.4,-1,0,0
1880,31741.2,-1,2346.81,-1,0,0
3355,70325.3,-1,1525.19,-1,0,0
2501,97607.1,classic,3665.06,-1,1,0
1073,95933.1,-1,2601.19,-1,0,0
8558,27958.0,-1,5702.82,C,0,0
3101,20932.5,-1,963.91,-1,0,0
2568,67742.3,-1,4240.67,-1,1,0
1169,98260.2,-1,6823.93,-1,0,0
3684,26685.1,-1,2025.3,-1,0,0
1406,16232.6,-1,1138.18,-1,0,0
71,69570.4,junior,3473.84,-1,1,0
3528,43283.0,-1,6214.3,-1,0,0
3405,63353.2,classic,5662.8,-1,0,0
6118,37872.2,-1,6620.3,B,0,0
2382,15431.9,-1,1882.66,-1,0,0
1570,20463.4,-1,1505.36,-1,0,0
1511,95056.5,junior,13390.91,-1,0,0
1237,59876.9,classic,11036.38,-1,0,0
3307,50020.8,-1,2740.14,-1,0,0
3378,22606.1,-1,3687.23,-1,0,0
989,18141.0,-1,1277.05,-1,0,0
3253,65645.9,-1,11883.77,-1,0,0
1626,46361.3,classic,7923.58,-1,0,0
289,47047.2,-1,3965.67,-1,0,0
1987,43453.0,-1,7001.46,-1,0,0
817,43156.1,-1,5242.98,C,0,0
2228,20341.9,-1,6440.98,C,0,0
904,106048.3,gold,6907.53,-1,0,0
3824,33576.7,-1,3613.73,-1,0,0
3599,32141.5,-1,1751.05,-1,0,0
22,35740.0,-1,5374.29,-1,0,0
470,34656.7,-1,1703.58,-1,1,0
1273,79497.7,gold,5708.05,-1,0,0
237,14668.1,-1,765.02,-1,0,0
59,79811.4,-1,3287.34,-1,0,0
572,78296.3,-1,3646.02,-1,1,0
1269,51048.7,-1,2906.09,-1,0,0
855,71757.9,classic,4193.67,-1,0,0
3183,29113.9,-1,1876.74,-1,0,0
1969,33609.9,-1,3516.04,-1,0,0
2799,72933.5,classic,7164.69,-1,1,0
1042,49501.8,-1,4357.07,-1,0,0
